,courseid,name,companyid,serialid,creditvalue,exam,publishdate,tags,visit,study,warenum,type,duration,page,label
859,10316,360度组织沟通技巧,352,5,0.5,0,2018/7/9 0:00,"沟通,沟通技巧,组织,组织沟通",4237,1398,1.0,pdf,0.0,19.0,0
860,1921,2016供应商选择与评估,2,1,1.0,1,2017/6/14 0:00,"供应商,选择,评估,管理,伙伴,采购",3395,1398,1.0,pdf,0.0,31.0,0
861,10321,如何提升工作品质,352,5,1.0,0,2018/7/9 0:00,"工作品质,品质",4152,1394,1.0,pdf,0.0,40.0,0
862,10317,产线常用中英文讲解-设备篇,352,5,0.5,0,2018/7/9 0:00,"产线,中英,英文,设备",3823,1392,1.0,pdf,0.0,19.0,0
863,10323,问题分析与解决技巧,352,5,1.0,0,2018/7/9 0:00,"问题,问题分析,问题解决",4169,1389,1.0,pdf,0.0,44.0,0
864,2820,Photoshop CS4,2,4,3.5,0,2017/7/28 0:00,"adobe,html,网站,网页,ftp,CS4",3734,1389,7.0,mp4,449.0,0.0,0
865,915,服务情景模拟,2,7,1.0,1,2017/5/26 0:00,"服务,市场营销,知识,3C,产品",3083,1387,1.0,pdf,0.0,50.0,0
866,1904,2016冲突矿产,2,1,1.0,1,2017/6/14 0:00,"冲突,法规,要求,影响,冲击,矿产",3035,1381,1.0,pdf,0.0,44.0,0
867,656,职场办公礼仪之电话沟通篇,2,5,0.5,1,2017/5/25 0:00,"职场办公礼仪之电话沟通篇,礼仪,办公礼仪,人资培训,职场礼仪,沟通礼仪",3467,1380,1.0,pdf,0.0,21.0,0
868,9475,线性代数,2,3,7.0,0,2018/5/15 0:00,"人工智能与大数据基础,线性代数",9732,1378,2.0,pdf,0.0,199.0,0
869,4288,生产线平衡(SP),2,1,4.0,0,2017/9/4 0:00,"初级IE,生产线平衡,生产线,线平衡改善",10979,1373,5.0,mp4,1059.0,0.0,0
870,10251,基层干部管理常见问题及对策,352,1,0.5,1,2018/7/5 0:00,"基层干部,管理,对策,问题,管理问题",4315,1373,1.0,pdf,0.0,19.0,0
871,10325,基础英语提升-工作英语对话情景演练,352,5,0.5,0,2018/7/9 0:00,"基础英语,英语,工作英语,情景,对话",3699,1373,1.0,pdf,0.0,16.0,0
872,1439,百年企业-科技杰作(SHARP),2,7,1.0,1,2017/6/1 0:00,"夏普,历史,企业文化,历程,产业",3049,1370,1.0,pdf,0.0,33.0,0
873,12199,D01 6 PiiG 之IE七大手法,179,1,1.0,1,2019/4/24 14:45,"IE,6PiiG,七大手法,6 PiiG",3280,1362,1.0,pdf,0.0,46.0,0
874,10318,产线常用中英文讲解-物料篇,352,5,0.5,0,2018/7/9 0:00,"产线,中英文,英文,物料,常见中英文",3581,1355,1.0,pdf,0.0,21.0,0
875,12200,D03  6 PiiG 之八大浪费,179,1,1.0,1,2019/4/24 14:57,"八大浪费,6 PiiG,IE",3190,1354,1.0,pdf,0.0,42.0,0
876,751,小米5卖点及主图介绍,2,7,0.0,0,2017/5/25 0:00,"小米,大容量,快充,高清,电话",8116,1352,1.0,pdf,0.0,8.0,0
877,741,小米Note3卖点及主图介绍,2,7,0.0,0,2017/5/25 0:00,"小米,性能高,Note3,Note,全网通",8257,1350,1.0,pdf,0.0,5.0,0
878,3809,中职语文,2,5,2.0,0,2017/8/26 0:00,"中专,语文,中职,课程",9326,1343,1.0,mp4,5948.0,0.0,0
879,3925,部属培育与启发,2,1,4.0,0,2017/8/28 0:00,"人力资源,部属,培育,教导,人才,员工",13927,1339,4.0,mp4,2562.0,0.0,0
880,4638,TPM简介,2,1,2.0,0,2017/9/12 0:00,"保养,设备,维护,TPM",11282,1339,1.0,mp4,6947.0,0.0,0
881,10013,【人工智能基础】种子讲师培训之耳听八方：析音赏乐,2,3,1.5,0,2018/6/26 0:00,"人工智能,种子讲师,大数据",7627,1339,3.0,mp4,623.0,0.0,0
882,11646,镭射厂：品质意识与品管手法,276,2,1.0,0,2018/12/12 9:33,品质意识与品管手法,3594,1338,1.0,pdf,0.0,38.0,0
883,10265,工业安全基础知识,205,5,1.5,1,2018/7/6 0:00,工业安全,5606,1337,1.0,pdf,0.0,65.0,0
884,10828,IE知识简介,179,5,1.0,1,2018/8/16 0:00,工业工程,6037,1333,1.0,mp4,2671.0,0.0,0
885,7426,从业人员职业道德规范,138,1,1.0,1,2017/12/15 0:00,"道德,从业道德",4199,1333,1.0,pdf,0.0,31.0,0
886,10767,机械设备修理工艺学,205,5,3.5,1,2018/8/11 0:00,机械设备修理工艺学,4740,1330,1.0,pdf,0.0,194.0,0
887,13316,2019员级新人训-产品安全基本常识,179,5,1.0,1,2019/9/27 16:25,产品安全基本常识,3685,1330,1.0,pdf,0.0,43.0,0
888,1028,相约博物馆,2,9,0.0,0,2017/5/27 0:00,"英语,动漫",7506,1327,1.0,mp4,86.0,0.0,0
889,1281,净化器销售实战,2,7,1.5,1,2017/5/31 0:00,"夏普,净化器,销售实战,卖点,精要",3109,1326,1.0,pdf,0.0,63.0,0
890,2651,叉车培训知识,2,5,1.0,1,2017/7/25 0:00,"叉车培训知识,叉车培训,叉车,叉车技术,叉车驾驶,农民工",2801,1322,1.0,pdf,0.0,41.0,0
891,1386,iPad Pro 介绍,2,7,0.5,1,2017/6/1 0:00,"iPad,强大,Pro,能力",2746,1322,1.0,pdf,0.0,23.0,0
892,3624,锡膏简介及管制,2,2,0.5,1,2017/8/21 0:00,"师级干部,SMT,锡膏,测试,储存,管理",3015,1321,1.0,pdf,0.0,16.0,0
893,13319, 2019员级新人训-职业健康与安全,179,5,1.0,1,2019/9/27 16:57,职业健康与安全,3737,1318,1.0,pdf,0.0,46.0,0
894,13318,2019员级新人训-园区生活服务简介,179,5,1.0,1,2019/9/27 16:40,园区生活服务简介,3763,1317,1.0,pdf,0.0,35.0,0
895,2144,吴同学艺,1,8,0.0,0,2017/6/23 0:00,"国学,三字经,动漫",6191,1311,1.0,mp4,184.0,0.0,0
896,13312,2019员级新人训-企业文化,179,5,1.0,1,2019/9/27 14:36,企业文化,3396,1304,1.0,pdf,0.0,40.0,0
897,435,HUAWEI P9/P9 Plus课堂培训,2,7,2.0,1,2017/5/23 0:00,"HUAWEI ,P9,P9 Plus,培训,相机",2931,1302,1.0,pdf,0.0,106.0,0
898,473,关于8K清晰度必知道,2,7,1.0,1,2017/5/23 0:00,"流畅平滑,8K,清晰,夏普,技术",3036,1300,1.0,pdf,0.0,5.0,0
899,1954,2016新时代的采购新思维,2,1,0.5,1,2017/6/15 0:00,"采购,思维,新时代,观念,市场,价格",3345,1297,1.0,pdf,0.0,18.0,0
900,4278,线组长的工作职掌,2,1,1.0,0,2017/9/4 0:00,"线组长,品质,安全,成本,张丽,物料",7774,1296,2.0,mp4,582.0,0.0,0
901,4593,如何培养创造力和自信心,2,8,0.5,0,2017/9/12 0:00,"创造力,童年的改变,自信心,找回,TED",8284,1295,1.0,mp4,706.0,0.0,0
902,3910,软件流程与PMP项目管理整合,2,1,5.0,1,2017/8/28 0:00,"控制,PMP,项目,管理,流程",7055,1293,2.0,mp4,8029.0,0.0,0
903,5066,阿丙打工记(基层主管行为规范),2,1,0.5,1,2017/9/21 0:00,"基层,主管,管理,员工,工作,环境",4919,1292,1.0,mp4,929.0,0.0,0
904,5433,如何活过100岁,2,8,0.5,0,2017/10/6 0:00,"健康,老年人,饮食,生活习惯",7927,1281,1.0,mp4,1331.0,0.0,0
905,10391,舞动青春 唱响未来活动,2,9,0.0,0,2018/7/13 0:00,舞动青春 唱响未来活动,4424,1281,1.0,pdf,0.0,1.0,0
906,1573,金属材料及热处理,2,4,34.5,0,2017/6/5 0:00,"铁碳合金,碳素钢,钢的热处理,合金钢,铸铁",3537,1280,35.0,mp4,1761.0,0.0,0
907,3541,集团简介及企业文化,2,1,2.0,1,2018/1/20 0:00,"集团,简介,介绍,企业,文化,富连网,新人训",3264,1275,1.0,pdf,0.0,105.0,0
908,2867,弟子规,2,4,4.5,0,2017/7/28 0:00,"国学,道德,儒家文化,礼仪,三字经,大讲堂",2884,1272,9.0,mp4,417.0,0.0,0
909,743,小米Note运营手册,2,7,0.0,0,2017/5/25 0:00,"小米,双卡双待,双4G,小米Note,移动",7660,1271,1.0,pdf,0.0,14.0,0
910,3967,企业致胜,2,5,2.5,1,2017/8/28 0:00,"企业战略,执行力,核心价值观,企业管理",7033,1268,4.0,mp4,1474.0,0.0,0
911,2141,傲骨方孝孺,1,8,0.0,0,2017/6/23 0:00,"国学,三字经,动漫",5826,1266,1.0,mp4,207.0,0.0,0
912,1933,2016环境管理物质管制作业系统,2,1,1.0,1,2017/6/14 0:00,"环境管理,HSPM,模式,职责,流程,管制",3213,1262,1.0,pdf,0.0,37.0,0
913,13314,2019员级新人训-员工权益与义务,179,5,0.5,1,2019/9/27 16:03,员工权益与义务,3194,1254,1.0,pdf,0.0,28.0,0
914,1445,捕蚊净化器产品培训,2,7,1.0,1,2017/6/1 0:00,"捕蚊,净化器,产品培训,净,规格",2519,1247,1.0,pdf,0.0,40.0,0
915,1808,冲床结构及操作原理,2,2,0.5,1,2017/6/12 0:00,"冲床结构及操作原理,冲床,冲压技术,冲压,设备,冲床结构",3357,1246,1.0,pdf,0.0,17.0,0
916,3134,工伤与厂内机动车安全,2,1,0.5,1,2017/8/3 0:00,"iDPBG,机动车,人身安全,工伤,检查,紧急",3083,1240,2.0,pdf,0.0,15.0,0
917,971,干城之将,2,8,0.0,0,2017/5/27 0:00,"国学,三字经,动漫",5636,1238,1.0,mp4,153.0,0.0,0
918,2571,富士康科技集团工会工作简介,2,1,0.5,1,2017/7/21 0:00,"集团,简介,工会,合同,菁干班,中央集训",3226,1238,1.0,pdf,0.0,22.0,0
919,1882,办公室必备神器——Office应用,251,5,9.0,0,2017/6/14 0:00,"办公,Office,神器,文档,表格",10690,1236,19.0,mp4,365.0,0.0,0
920,6263,夏普核心机型产品培训,2,7,1.0,1,2018/2/5 0:00,"夏普,新品,产品,培训,核心,机型",4487,1235,1.0,pdf,0.0,49.0,0
921,11522,C++程序设计,158,3,23.5,1,2018/11/25 0:00,"C++,程序,语言,开发",5136,1232,14.0,pdf,0.0,29.0,0
922,2752,电工安全,2,4,4.5,0,2017/7/27 0:00,"低压电工,电工基础,高压电工,电工电子,安全技术,电气安全",3561,1232,10.0,mp4,484.0,0.0,0
923,12990,《安全基础知识》,276,9,1.5,0,2019/8/10 14:25,安全培训,2372,1231,1.0,pdf,0.0,65.0,0
924,796,洗衣机基础知识,2,7,1.0,1,2017/5/25 0:00,"洗衣机,知识,滚筒,波轮,销售",2597,1228,1.0,pdf,0.0,45.0,0
925,9362,创新管理能力-创新机会与创新思路,179,5,1.5,1,2018/5/9 0:00,"2018,课级,创新思维",5964,1226,1.0,mp4,4283.0,0.0,0
926,2037,工作职责,141,5,1.0,0,2017/6/19 0:00,"工作职责,职责,线组长",5566,1224,1.0,pdf,0.0,38.0,0
927,6315,IE七大手法（奇剑下天山）,2,1,0.5,0,2017/11/3 0:00,"IE,七大手法,动改法,双手法,五五法,防呆法",7458,1221,1.0,mp4,1073.0,0.0,0
928,6567,"杂食者,美食也;广食者,营养也",322,5,0.0,0,2017/11/17 0:00,"健康与养生,健康理念,保健食品",8883,1220,11.0,mp4,43.0,0.0,0
929,13063,线长快速上岗宝典,179,1,0.5,0,2019/8/23 19:04,"员工管理,工伤处理,开线流程",3532,1217,1.0,pdf,0.0,15.0,0
930,833,商品陈列方法与技巧,2,7,0.5,1,2017/5/26 0:00,"陈列原则,陈列方法,方法,技巧,商品",3165,1215,1.0,pdf,0.0,27.0,0
931,4277,品质管制系统介绍(FQM),2,1,1.0,0,2017/9/4 0:00,"品质,管理系统,制造,科技,研发,设计量产",10500,1211,1.0,mp4,2396.0,0.0,0
932,11195,C次集团新进员工入职培训之《企业组织舆文化》,40,9,1.5,1,2018/9/21 0:00,企业组织舆文化,4041,1206,1.0,pdf,0.0,79.0,0
933,1751,肩周炎的防治,2,1,1.0,1,2017/6/9 0:00,"肩周炎的防治,安全,肩周炎,安全防护,CNSBG,工安",2375,1203,1.0,pdf,0.0,31.0,0
934,11989,分布式智能制造,2,3,1.5,0,2019/3/18 11:16,"智能制造,工业4.0",8240,1197,1.0,pdf,0.0,72.0,0
935,2312,Ipad拍摄制作课件基础,2,8,0.5,0,2017/7/11 0:00,"ip,ipad,拍摄,技术",5518,1196,1.0,mp4,638.0,0.0,0
936,13993,贵安园区管理干部防疫防控政策知识宣导,403,1,1.0,1,2020/2/27 19:32,防疫知识,5254,1196,1.0,pdf,0.0,41.0,0
937,5965,经营管理系统介绍,2,1,1.5,1,2017/10/23 0:00,"经营,管理,系统,介绍",5362,1191,1.0,mp4,3643.0,0.0,0
938,8871,工业大数据,2,3,4.0,0,2018/4/4 0:00,"互联网,大数据,工业4.0,大数据的分析",6913,1189,1.0,pdf,0.0,229.0,0
939,3543,富连网新员工入职,2,5,8.5,1,2018/1/19 0:00,"富连网,新员工,入职,培训,企业文化,集团简介,人资证策,夏普简介,富连网推广员",3776,1188,10.0,pdf,0.0,38.0,0
940,9619,沟通管理,276,1,0.5,0,2018/6/4 0:00,线级干部培育,7093,1183,1.0,pdf,0.0,22.0,0
941,1605,绩效管理,2,4,23.0,0,2017/6/5 0:00,"绩效管理,绩效考核,关键绩效指标,平衡计分卡,团队绩效,个人绩效",4891,1181,26.0,mp4,526.0,0.0,0
942,3966,以人为本之人性也有标准差,2,5,2.0,1,2017/8/28 0:00,"以人为本,人性,标准差,员工管理",5717,1177,2.0,mp4,2523.0,0.0,0
943,1744,常见流行病及防护,2,1,1.0,1,2017/6/9 0:00,"常见流行病及防护,安全,流行病,传染疾病,CNSBG,工安",2593,1175,1.0,pdf,0.0,38.0,0
944,9298,高绩效团队管理-统御之道,179,5,2.5,1,2018/5/5 0:00,"2018,课级,团队管理",6936,1168,2.0,mp4,5046.0,0.0,0
945,4298,成本会计基础知识,2,1,1.0,0,2017/9/5 0:00,"成本核算,生产费用,标准成本,产品成本,制造业成本",9144,1166,1.0,mp4,3047.0,0.0,0
946,6322,人因工程(三): 人工物料搬运,2,1,1.5,0,2017/11/3 0:00,"物料,搬运,下背痛,机制,预防,因应对策",10308,1165,3.0,mp4,416.0,0.0,0
947,3913,软件流程与PMP项目管理概述,2,1,2.5,1,2017/8/28 0:00,"架构,PMP,项目,管理,流程",5605,1164,1.0,mp4,8217.0,0.0,0
948,2461,新时代IE具备的能力（神医战士）,2,5,0.5,1,2017/7/14 0:00,"IE,能力培养,新时代",4577,1164,1.0,mp4,1393.0,0.0,0
949,8868,从大数据到智能制造,2,3,1.5,0,2018/4/4 0:00,"大数据,智能制造,工业4.0,互联网",5930,1159,1.0,pdf,0.0,81.0,0
950,9295,高绩效团队管理-整合之道,179,5,3.5,1,2018/5/5 0:00,"2018,课级,团队管理",6536,1153,2.0,mp4,5445.0,0.0,0
951,2767,宣传教育篇,2,1,0.5,1,2017/7/27 0:00,"宣传教育篇,工会,干部培训,工会干部培训,宣传教育,富士康工会",2822,1152,1.0,pdf,0.0,30.0,0
952,11930,初级电工证考试题库 ,2,2,1.5,1,2019/3/4 9:34,"电工,初级电工,初级电工证",3218,1151,1.0,pdf,0.0,67.0,0
953,4646,弟子规之亲仁,2,8,0.5,0,2017/9/12 0:00,"弟子规,亲仁,贤德,君子,国学",5775,1150,1.0,mp4,700.0,0.0,0
954,9106,策略性商务谈判中的谋略运用,179,7,5.5,1,2018/4/18 0:00,"商务谈判,谈判技巧",6004,1149,1.0,mp4,18647.0,0.0,0
955,9008,MMME064 门店促销实战管理,2,7,1.0,1,2018/4/13 0:00,"门店,促销,实战,管理",3532,1149,1.0,pdf,0.0,40.0,0
956,9819,如何控制生产效率,251,1,0.0,0,2018/6/11 0:00,"角色,班长技能,生产效率,管理知识",14114,1144,2.0,mp4,122.0,0.0,0
957,10832,工会知识简介,179,5,1.0,1,2018/8/16 0:00,"组织,工作,案例",6251,1144,1.0,mp4,3248.0,0.0,0
958,2028,目标管理,141,5,0.5,0,2017/6/19 0:00,"目标,管理,线组长",6092,1141,1.0,pdf,0.0,29.0,0
959,8576,ISO9001:2015质量管理体系,108,1,0.5,1,2018/3/8 0:00,"ISO9001:2015,体系,标准",3303,1136,1.0,pdf,0.0,30.0,0
960,1205,如何让你的推广更有效,2,7,0.5,1,2017/5/31 0:00,"推广,互动,客户,疑虑,技巧",2829,1136,1.0,pdf,0.0,28.0,0
961,6563,了解脂肪：脂肪与我们健康的关系,322,5,0.0,0,2017/11/17 0:00,"健康与养生,富贵病,生活习惯",8051,1134,13.0,mp4,64.0,0.0,0
962,1040,参观博物馆,2,9,0.0,0,2017/5/27 0:00,"英语,动漫",7375,1134,1.0,mp4,104.0,0.0,0
963,9174,WL003 电商快递相关法律法规介绍V1.0,2,7,1.0,1,2018/4/28 0:00,"电商,法律法规",3388,1130,1.0,pdf,0.0,42.0,0
964,3959,财务管理,2,1,13.0,0,2017/8/28 0:00,"财务管理,经管,成本管控,投资,会计,账务",9033,1129,26.0,mp4,930.0,0.0,0
965,2764,民主管理篇,2,1,0.5,1,2017/7/27 0:00,"民主管理篇,工会,干部培训,工会干部培训,民主,富士康工会",2967,1128,1.0,pdf,0.0,20.0,0
966,3195,消费行为的秘密,2,7,0.5,1,2017/7/27 0:00,"消费,消费行为,消费类型,销售,销售技巧",3102,1126,1.0,mp4,639.0,0.0,0
967,10765,机械设备维修保养常识,205,5,2.0,1,2018/8/11 0:00,机械设备维修保养常识,3936,1120,1.0,pdf,0.0,104.0,0
968,1058,不速之客,2,9,0.0,0,2017/5/27 0:00,"英语,动漫",6170,1119,1.0,mp4,67.0,0.0,0
969,10925,目视管理,401,5,1.0,1,2018/8/20 0:00,iLVG生技设备维护基层管理干部线上培育,4117,1119,1.0,pdf,0.0,34.0,0
970,2039,冲突管理,141,5,0.5,0,2017/6/19 0:00,"冲突管理,冲突,管理,线组长",4451,1118,1.0,pdf,0.0,27.0,0
971,12852,急救箱培训,276,9,0.0,0,2019/7/18 15:34,安全培训,1927,1118,1.0,pdf,0.0,13.0,0
972,10729,ISO9001：2015标准培训教材,138,1,2.0,1,2018/8/6 0:00,"ISO9001,CIP",3505,1117,1.0,pdf,0.0,101.0,0
973,3326,能源计量和能源统计,2,1,1.0,1,2017/8/10 0:00,"能源计量和能源统计,能源,能源计量,能源统计,节能,环保",2941,1117,1.0,pdf,0.0,34.0,0
974,10392,我是人气王活动,2,9,0.0,0,2018/7/13 0:00,我是人气王活动,3994,1116,1.0,pdf,0.0,1.0,0
975,1771,2017目标设定暨年中绩效检讨说明会——员工篇(视频),2,1,1.0,1,2017/6/10 0:00,"2018目标设定,iDPBG培训,绩效检讨",3818,1116,1.0,mp4,1891.0,0.0,0
976,9199,WL016 物流人营售技能,2,7,1.0,1,2018/4/28 0:00,"销售,物流,技能",3382,1115,1.0,pdf,0.0,37.0,0
977,8458,富连网新员工入职培训,377,5,11.5,1,2018/2/24 0:00,"富连网,新员工,入职,培训",10831,1114,10.0,pdf,0.0,95.0,0
978,2920,热示差扫描仪操作规范,2,2,0.5,1,2017/7/31 0:00,"热示差扫描仪的用途目的,热示差扫描仪的设备规格,热示差扫描仪的操作步骤,热示差扫描仪的维护保养",2854,1114,1.0,pdf,0.0,27.0,0
979,2783,员工关爱篇之心理咨询简介,2,1,0.5,1,2017/7/27 0:00,"员工关爱篇之心理咨询简介,工会,干部培训,工会干部培训,员工关爱,富士康工会",2706,1114,1.0,pdf,0.0,17.0,0
980,9639,岁月铭心--感怀1988,2,9,0.5,0,2018/6/5 0:00,"富士康,30周年庆,岁月铭心",4298,1113,1.0,mp4,893.0,0.0,0
981,3333,工厂供配电系统,2,1,0.5,1,2017/8/10 0:00,"工厂供配电系统,工厂供配电,供配电系统,供电,配电,节能",3010,1111,1.0,pdf,0.0,30.0,0
982,10382,节能环保基础知识,179,5,1.5,1,2018/7/13 0:00,节能环保,5906,1108,1.0,mp4,4473.0,0.0,0
983,10811,资讯安全（师级）,179,5,1.5,1,2018/8/15 0:00,"资讯安全目标,资安案例及法律法规介绍",7033,1103,1.0,mp4,4996.0,0.0,0
984,10385,四大管制系统介绍,179,5,1.0,1,2018/7/13 0:00,"工管,生管,品管,经管",5940,1100,1.0,mp4,3056.0,0.0,0
985,4331,标准成本制度,2,1,2.0,0,2017/9/6 0:00,"标准成本,制度,成本分析,成本控制",8923,1098,2.0,mp4,2879.0,0.0,0
986,3322,节能产业与合同能源管理,2,1,0.5,1,2017/8/10 0:00,"节能产业与合同能源管理,能源,能源计量,能源统计,节能,环保",3247,1098,1.0,pdf,0.0,19.0,0
987,4357,组织成长与竞争策略,2,1,2.0,1,2017/9/6 0:00,"组织,学习,竞争策略,五项修炼",4694,1094,2.0,mp4,2302.0,0.0,0
988,11696,数据思维与创新,2,2,0.5,0,2018/12/21 17:23,"大数据,数据思维,工业互联网,工业大数据,创新",4193,1094,1.0,pdf,0.0,27.0,0
989,3798,中国制造2025背景下的工业4.0转型升级,2,1,2.5,0,2017/8/25 0:00,"工业革命,中国制造2025,互联网＋,工业4.0,转型",6374,1091,2.0,mp4,4721.0,0.0,0
990,1442,夏普冰箱产品培训,2,7,1.0,1,2017/6/1 0:00,"夏普,冰箱,产品介绍,卖点,话术",2386,1091,1.0,pdf,0.0,56.0,0
991,11717,资讯安全教育训练（邮件类）,138,1,0.5,1,2018/12/27 18:11,"资讯安全,资安,邮件",4483,1087,1.0,mp4,743.0,0.0,0
992,1599,人力资源管理,2,4,31.5,0,2017/6/5 0:00,"人员招聘,薪酬管理,绩效管理,劳动关系,招聘,甄选",4033,1086,34.0,mp4,452.0,0.0,0
993,2324,TPM（机器总动员）,2,1,0.5,1,2017/7/11 0:00,"TPM,TPM活动八大支柱,TPM推广十二步骤",3945,1084,1.0,mp4,591.0,0.0,0
994,3553,空调基础知识,2,7,0.5,1,2017/8/19 0:00,"空调,基础,知识,夏普",2511,1084,1.0,pdf,0.0,21.0,0
995,4637,看板及后拉式生产运作,2,1,2.5,0,2017/9/12 0:00,"看板,后拉式,精益,生产,IE",9154,1081,5.0,mp4,869.0,0.0,0
996,5904,销售知识,2,7,7.5,1,2017/10/21 0:00,"消费者,顾客,销售,服务,技巧,沟通",8488,1080,11.0,mp4,507.0,0.0,0
997,5800,8S与目视管理,2,1,1.5,0,2017/10/18 0:00,"8S,目视管理,管理",7979,1078,1.0,mp4,4506.0,0.0,0
998,11509,人事规章讲解,276,1,1.0,0,2018/11/22 0:00,预晋升线组级培育,4323,1078,1.0,mp4,3543.0,0.0,0
999,11547,工业人工智能与工业4.0制造,2,2,0.0,0,2018/11/30 9:29,"工业AI,人工智能,智能制造,工业4.0",5020,1077,1.0,pdf,0.0,14.0,0
1000,10757,生产辅助设备日常保养作业规范,205,5,1.5,1,2018/8/11 0:00,生产辅助设备日常保养作业规范,3744,1075,1.0,pdf,0.0,74.0,0
1001,1380,ASUS A455LF5200笔记本介绍,2,7,0.5,1,2017/6/1 0:00,"ASUS,A455LF5200,笔记本,产品",2400,1075,1.0,pdf,0.0,15.0,0
1002,10367,看电影学管理,352,5,9.5,1,2018/7/11 0:00,"电影,管理,团队,干部强化",10310,1074,4.0,mp4,8180.0,0.0,0
1003,800,微信朋友圈推广,2,7,0.5,1,2017/5/26 0:00,"推广,朋友圈,社交媒体,微信,媒体",2341,1073,1.0,pdf,0.0,24.0,0
1004,12594,智能时代,179,5,1.5,1,2019/6/5 16:38,"雄师,智能",5192,1071,3.0,mp4,1366.0,0.0,0
1005,9884,ISO9001-2015 training,472,1,2.5,1,2018/6/14 0:00,ISO9001,3031,1061,1.0,pdf,0.0,126.0,0
1006,13115,从平凡到卓越,179,1,2.0,1,2019/9/2 17:02,"卓越,能力,心态",5115,1060,1.0,mp4,5617.0,0.0,0
1007,1962,2016如何设定采购管理绩效,2,1,0.5,1,2017/6/15 0:00,"采购,策略,绩效,指标,管理,方法",3089,1046,1.0,pdf,0.0,20.0,0
1008,5905,销售技能,2,7,3.5,0,2017/10/21 0:00,"顾客,销售,营销,销售技巧,挖掘客户,FABE法则",8366,1044,5.0,mp4,5661.0,0.0,0
1009,803,崇华说珠宝之翡翠,251,8,4.0,0,2017/5/26 0:00,"文玩,翡翠,鉴赏,珠宝,养生",5049,1044,8.0,mp4,408.0,0.0,0
1010,9020,COFA067 夏普彩电核心知识,2,7,1.0,1,2018/4/13 0:00,"夏普,彩电,核心,知识",3082,1039,1.0,pdf,0.0,36.0,0
1011,12941,如何打造高效团队,179,1,4.0,1,2019/7/30 11:55,如何打造高效团队,2634,1038,1.0,pdf,0.0,232.0,0
1012,608,《商界非常道之雅致星女人》第一季,251,8,5.0,0,2017/5/25 0:00,"女人,家庭,亲子,形象,理财",5627,1037,11.0,mp4,242.0,0.0,0
1013,10396,发掘职场竞争力,179,5,1.0,1,2018/7/13 0:00,"职场生存力,个人竞争力",5272,1032,1.0,mp4,2651.0,0.0,0
1014,2030,员工激励,141,5,0.5,0,2017/6/19 0:00,"员工激励,激励,线组长",4308,1031,1.0,pdf,0.0,17.0,0
1015,3198,销售五部曲(APPLE法则),2,7,0.5,1,2017/8/4 0:00,"销售,五步曲,APPLE法则,销售法则,销售技巧",2873,1026,1.0,mp4,380.0,0.0,0
1016,4770,如何做好营销创新,287,7,1.0,0,2017/9/14 0:00,"电子商务 ,营销创新 ,营销 ,创新",8782,1025,1.0,pdf,0.0,42.0,0
1017,10481,常见激励方法与案例,352,5,1.5,1,2018/7/19 0:00,"员工激励,激励,案例,激励方法,需求,动机,马斯洛",3274,1025,1.0,pdf,0.0,73.0,0
1018,4289,失效模式及效应分析,2,1,2.0,0,2017/9/5 0:00,"因果矩阵,效应分析,控制,6Sigma介绍,VSM",9665,1024,2.0,mp4,3119.0,0.0,0
1019,11704,GIS诚信经营及防范内线交易管理作业说明,104,1,0.5,1,2018/12/22 11:24,诚信经营,2385,1023,1.0,pdf,0.0,18.0,0
